file,cell_key,cycle_index,n_points,duration_s,voltage_start,voltage_end,voltage_delta,voltage_slope_V_per_s,voltage_std,current_mean,current_std,temp_start,temp_end,temp_change,energy_proxy_VAs,capacity,capacity_ratio,discharge_frac,discharge_voltage_slope,discharge_curvature_coeff,voltage_plateau_fraction
B0005.mat,B0005,24,187,3491.016,4.189876247266316,3.296199859463087,-0.8936763878032288,-0.00021167885687093394,0.22886185175957943,-1.872968810287894,0.5116979707844124,24.7443285138996,35.59296016104038,10.848631647140781,-23393.118072888945,1.8142019357673917,0.9772228539894279,0.983957219251337,-0.00020856969303248522,-7.255563990438496e-09,0.04371584699453552
B0005.mat,B0005,25,912,9952.359,3.391880207780119,4.188536856760905,0.796656648980786,4.781277286371453e-05,0.17368701217979385,0.9671176035785914,0.6616228729345399,30.05302011094364,24.96476780558063,-5.088252305363007,26843.203004734594,,,0.019736842105263157,0.00011184959101286994,-3.7325569943278725e-09,0.7647058823529411
B0005.mat,B0005,26,186,3470.281,4.189286794768804,3.2717574155336004,-0.9175293792352033,-0.0002167899800921199,0.23460775776275253,-1.8826095043160833,0.4942824152307196,24.736639099532358,35.96127245490519,11.224633355372834,-23372.636864495427,1.8137521577549054,0.9769805803238794,0.978494623655914,-0.00021490905270501198,-1.5940173996862565e-08,0.03314917127071823
B0005.mat,B0005,27,951,10758.031000000003,3.381025252310999,4.189214138632533,0.8081888863215339,4.2827842411074845e-05,0.17353544509135382,0.9281364622466176,0.67558220466249,30.167606387926657,24.556266163925528,-5.611340224001129,26851.79338664987,,,0.054679284963196635,0.00010261087474552219,-9.666045632686528e-09,0.8823529411764706
B0005.mat,B0005,28,186,3470.0,4.188837765892728,3.2648550840850254,-0.9239826818077028,-0.00021884705403229948,0.237911318298918,-1.882536787636365,0.49428703573729343,24.44798340505406,35.86960969538033,11.421626290326273,-23355.539730647302,1.8134404914735822,0.9768127007692816,0.9731182795698925,-0.0002178317928740746,-1.2876646956852997e-08,0.044444444444444446
B0005.mat,B0005,29,911,9921.75,3.3752721071922878,4.1881212175517515,0.8128491103594637,4.841361174070725e-05,0.1758569073795974,0.9687280220511734,0.6608500283156388,30.06078601207466,24.730307731531756,-5.330478280542906,26858.41848605102,,,0.021953896816684963,9.819451392685714e-05,-2.086013406025681e-09,0.7368421052631579
B0005.mat,B0005,30,185,3450.297,4.189110301768517,3.309111201518355,-0.8799991002501621,-0.00021021144219498592,0.22392608690207388,-1.8817935155260215,0.49541451927035984,24.47211924021532,35.53204380823203,11.059924568016712,-23246.15509835095,1.8025980036306504,0.9709723768751647,0.9783783783783784,-0.00020661472968494025,-4.2536986464608245e-09,0.044444444444444446
B0005.mat,B0005,31,914,10000.25,3.4107810538617787,4.188565444704925,0.7777843908431463,4.6835415537186015e-05,0.17099975080956364,0.9622055340791629,0.6631283952602673,29.84105303532721,24.562212163248745,-5.278840872078465,26711.557522160274,,,0.022975929978118162,0.00010981154475336286,-5.3450526912838675e-09,0.75
B0005.mat,B0005,32,184,3429.407,4.18921207304098,3.2881490528689254,-0.9010630201720544,-0.0002144239670460457,0.22796979172772144,-1.8921861285036712,0.4770160473926998,24.325417128823222,35.810312891427124,11.484895762603902,-23225.69690929501,1.80210690024615,0.9707078432300706,0.9728260869565217,-0.00020994763305396986,-1.6330950807628356e-08,0.028089887640449437
B0005.mat,B0005,33,911,9936.031,3.405082721309114,4.187420919333919,0.7823381980248048,4.7465331393766236e-05,0.17191885180016153,0.9646896474341132,0.6617435115067636,29.90236309006016,24.659771955740442,-5.242591134319717,26708.692864410412,,,0.01756311745334797,9.421897808554064e-05,4.43676931470767e-09,0.6
B0005.mat,B0005,34,183,3409.484,4.188899969428112,3.260754100903525,-0.9281458685245871,-0.00021902469221990817,0.23297600498562532,-1.9027629207037406,0.4571130109358775,24.3625933569109,36.242477152162465,11.879883795251565,-23220.820577981984,1.802579500826209,0.9709624103091467,0.9890710382513661,-0.00021707538903419673,-1.6751141759562476e-08,0.03333333333333333
B0005.mat,B0005,35,913,9989.532,3.3967166797066484,4.188084604302343,0.7913679245956948,4.7296263683407394e-05,0.1729293721049914,0.962272056961881,0.6627399317176162,30.108307461804788,24.601673469934916,-5.506633991869872,26700.234522510327,,,0.024096385542168676,9.564572547901097e-05,-3.3416757989679047e-09,0.7619047619047619
B0005.mat,B0005,36,182,3390.422,4.188779799856791,3.2294668217844102,-0.9593129780723806,-0.000223807695349657,0.23873643876806222,-1.9133470605822436,0.4358942318853322,24.382419922756025,36.702217251200324,12.319797328444299,-23212.322375108415,1.8030683142834096,0.9712257104811376,1.0,-0.000223807695349657,-1.7563455989578867e-08,0.03867403314917127
B0005.mat,B0005,37,922,10158.782,3.3869430085009946,4.18903852934241,0.8020955208414153,4.6374268095186066e-05,0.17396574099359602,0.9537153567418096,0.6658522874612643,30.32132377942574,24.531360432258264,-5.789963347167475,26703.134816941623,,,0.03036876355748373,9.570486485349889e-05,-6.124528839662782e-09,0.7777777777777778
B0005.mat,B0005,38,182,3390.281,4.189272591516219,3.224378894859077,-0.9648936966571422,-0.00022556922501002852,0.24145031412156678,-1.9131602105481538,0.43619046586394566,24.361449262276754,36.77890978053394,12.417460518257183,-23201.187790676995,1.8027776247196041,0.9710691300699019,0.9835164835164835,-0.0002255053462763392,-2.0728249602055745e-08,0.0449438202247191
B0005.mat,B0005,39,933,10289.312,3.5795499179382677,4.188279547883957,0.6087296299456897,3.835668206639528e-05,0.14219594709490554,0.9411642330468534,0.6702007110685609,24.43896980656205,24.95032052303892,0.5113507164768691,26732.272911332864,,,0.02465166130760986,7.760280028187436e-05,-3.607142653648576e-09,0.8181818181818182
B0005.mat,B0005,40,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,41,192,3591.734,4.187614060563439,3.2587403321633976,-0.928873728400041,-0.00021049310364493673,0.23416563071224794,-1.8553455745575975,0.5400579358950733,24.558714742953534,34.93481911198889,10.376104369035353,-23802.013330960828,1.8470259949329193,0.9949035873989017,0.9739583333333334,-0.00020780107894946087,-6.3281248530881925e-09,0.07526881720430108
B0005.mat,B0005,42,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,43,927,10283.077999999994,3.389085680145772,4.188074348309736,0.7989886681639642,4.518256411256394e-05,0.17012466194223858,0.9612867786553304,0.6650675616811264,25.542947768135058,25.39989594880759,-0.1430518193274679,27405.064237061837,,,0.017259978425026967,9.483176405882134e-05,-5.583788796471954e-09,0.6666666666666666
B0005.mat,B0005,44,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,45,190,3552.297,4.1876287811083985,3.2180462147957645,-0.9695825663126341,-0.00021914606655187234,0.2441722414090925,-1.8746995273150975,0.5078881766945342,24.92210633449132,36.06881902912957,11.14671269463825,-23802.10248911273,1.847417311283644,0.995114370594272,0.968421052631579,-0.0002161896801611911,-2.355834863695333e-08,0.08743169398907104
B0005.mat,B0005,46,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,47,924,10281.39,3.380743064766377,4.187590543473734,0.8068474787073567,4.5556738022701345e-05,0.17164404642546613,0.963212383695507,0.665728111520913,25.982160456434617,25.114263700401423,-0.8678967560331934,27394.559952452986,,,0.021645021645021644,9.551502669745124e-05,-5.55411164054715e-09,0.7368421052631579
B0005.mat,B0005,48,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,49,189,3531.578,4.187447226312926,3.2573096268397737,-0.9301375994731527,-0.00021260895220771118,0.23311973567394634,-1.873827212788385,0.5090210348494151,24.56596639952811,35.57131957324699,11.005353173718877,-23671.525123601023,1.8361774213478947,0.9890599854098058,0.9894179894179894,-0.00021106193040755858,-8.213003895979295e-09,0.06989247311827956
B0005.mat,B0005,50,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,51,914,10081.797,3.4120702856350618,4.187363312906861,0.775293027271799,4.58183843753934e-05,0.16755192439750516,0.9697506680439039,0.6628979584636324,25.570138248409805,24.756428110409296,-0.8137101380005092,27232.68690357232,,,0.0175054704595186,9.417793548760775e-05,-4.645275807543554e-09,0.7333333333333333
B0005.mat,B0005,52,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,53,187,3492.907,4.187344026387161,3.2802567474945943,-0.907087278892567,-0.00020863094257363152,0.22484633144049296,-1.883193546754683,0.49304941109665107,24.21658146702539,35.495530791461825,11.278949324436436,-23544.869626200154,1.8257807475776242,0.9834597999985366,0.9786096256684492,-0.0002056062437003702,-8.090379502009066e-09,0.06593406593406594
B0005.mat,B0005,54,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,55,950,10797.328,3.436894873571867,4.188082012921168,0.7511871393493008,4.060889272708947e-05,0.16291791641482378,0.931056714150449,0.6759588919178314,25.311690757489934,24.360518499467585,-0.9511722580223498,27112.9291829157,,,0.045263157894736845,8.715371847372696e-05,-7.676243979931351e-09,0.8809523809523809
B0005.mat,B0005,56,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,57,188,3511.594,4.187438187636325,3.2797654511586916,-0.9076727364776338,-0.00021155193322774826,0.23067449635182954,-1.873239184822504,0.51045002675325,24.054990657817566,35.20943493671208,11.154444278894513,-23518.936239516093,1.8251136435078368,0.9831004632950897,0.9680851063829787,-0.00020235521855673942,-1.0274256750718454e-08,0.06077348066298342
B0005.mat,B0005,58,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,59,916,10099.218,3.431542312332476,4.187253995645128,0.755711683312652,4.496940912685376e-05,0.16467211248478525,0.9648375330851495,0.6638796146416811,25.21109199391497,24.55470880485036,-0.6563831890646092,27099.659125975963,,,0.017467248908296942,9.177172667769148e-05,1.2064699490349012e-10,0.6666666666666666
B0005.mat,B0005,60,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,61,184,3431.9370000000054,4.18774138117799,3.2050689156049863,-0.9826724655730041,-0.00022069409700926082,0.23845858592777874,-1.9139593751505897,0.4336815885962881,24.028778234327,36.50765859144094,12.478880357113944,-23502.812953303815,1.8255815042203762,0.9833524772367372,0.9891304347826086,-0.00021765097157570452,-2.243554256137755e-08,0.055248618784530384
B0005.mat,B0005,62,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,63,915,10078.719,3.422833856716463,4.187793346450462,0.7649594897339993,4.529760715732449e-05,0.1657973281827175,0.9656310887431298,0.6633242133224594,25.22172100748279,24.47078725757672,-0.7509337499060678,27103.17852853571,,,0.018579234972677595,9.268424694651811e-05,7.929898720706285e-10,0.75
B0005.mat,B0005,64,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,65,184,3431.125,4.188261122540052,3.276866922356563,-0.9113942001834885,-0.00021096024373885855,0.22371289710668404,-1.9030532722310995,0.45609178373993275,23.93841461307264,35.875137593603206,11.936722980530565,-23384.96969172813,1.8140311275083907,0.9771308478400268,0.9782608695652174,-0.00020968846839595863,-1.1898595310499952e-08,0.05027932960893855
B0005.mat,B0005,66,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,67,942,10617.375,3.4569807455481714,4.188211016801724,0.731230271253553,4.0813355111289004e-05,0.16024694183880867,0.9343625511181636,0.6738173379249738,25.115321089639583,24.139672639075588,-0.9756484505639946,26930.25367443927,,,0.03821656050955414,8.660007829924952e-05,-7.545629707450683e-09,0.8857142857142857
B0005.mat,B0005,68,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,69,183,3412.406,4.187338767288234,3.2311300277309924,-0.9562087395572418,-0.00021883125034359514,0.23399060506233524,-1.9134590742247914,0.434873129767018,23.811534187517502,36.32486455253682,12.513330365019321,-23364.75187488054,1.8147691941158939,0.9775284086310274,0.994535519125683,-0.00021662481788213577,-1.2326328549791417e-08,0.04419889502762431
B0005.mat,B0005,70,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,71,939,10564.157,3.443131952235308,4.188081882526327,0.744949930291019,4.1453348222811505e-05,0.1619720658778782,0.9378723891405097,0.6725178421827402,25.032188247995528,24.08401801890965,-0.9481702290858784,26956.77366336013,,,0.02875399361022364,8.827469760065753e-05,-5.656253052038599e-09,0.8461538461538461
B0005.mat,B0005,72,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,73,183,3410.688,4.187560306288175,3.2220257725268313,-0.9655345337613435,-0.0002223983027811721,0.23947202414141244,-1.913620909902553,0.43491395027052004,23.754765330883426,36.40687719604908,12.652111865165654,-23338.221735673033,1.813969388710352,0.9770975921350076,1.0,-0.0002223983027811721,-1.843967440394085e-08,0.06043956043956044
B0005.mat,B0005,74,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,75,918,10143.984,3.440945822387802,4.187938211684799,0.7469923892969974,4.409327238892436e-05,0.16300985529340062,0.9583515841331876,0.6650732230627389,25.00886164788663,24.26106562757278,-0.7477960203138494,26934.240120883456,,,0.017429193899782137,9.063939402692618e-05,-1.4315601752314607e-09,0.6666666666666666
B0005.mat,B0005,76,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,77,183,3410.718,4.18805176248713,3.2900827937307877,-0.8979689687563424,-0.0002126694418064819,0.22469381728284948,-1.9025819745719061,0.45735642874148813,23.79768342466196,35.87417260042261,12.07648917576065,-23227.527603803184,1.802765665167823,0.9710626880376818,0.9726775956284153,-0.0002073029190511242,-6.0521235969627085e-09,0.05084745762711865
B0005.mat,B0005,78,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,79,949,10790.452999999994,3.4720492201140676,4.188752237734668,0.7167030176206008,3.937865412668787e-05,0.15790616795717002,0.923985399312232,0.6765461197456111,25.033328748093986,24.071239961385412,-0.9620887867085735,26780.020180572523,,,0.03898840885142255,9.841483180342522e-05,-8.290970209961617e-09,0.8888888888888888
B0005.mat,B0005,80,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,81,182,3392.719,4.187667484260542,3.2511761852414898,-0.9364912990190524,-0.00021976052267317378,0.2337381121665522,-1.9130621638638965,0.4362089113558066,23.801300986918452,36.40595071319766,12.60464972627921,-23220.617191761026,1.804077040117352,0.9717690623092355,0.9835164835164835,-0.00021663236744780333,-9.909504156896753e-09,0.06179775280898876
B0005.mat,B0005,82,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,83,941,10442.891,3.482323938736562,4.188412622030376,0.7060886832938142,4.078067458942209e-05,0.15656270278016785,0.9376239238395178,0.6712738001331469,25.635657631960125,24.6639796169493,-0.9716780150108235,26860.729669049462,,,0.03400637619553666,0.00010088237392224535,-7.285052030893023e-09,0.8709677419354839
B0005.mat,B0005,84,582,1674.484,8.393141180564633,4.201935096732427,-4.191206083832206,-3.072771776956117e-05,0.17456062627542243,0.0073240257131663026,0.2223345997762896,23.898677631694202,23.843042803579834,-0.05563482811436771,64.35901339455772,,,0.6683848797250859,-4.225058023494658e-05,1.3356542992867987e-07,0.8685567010309279
B0005.mat,B0005,85,371,3470.672,4.2010701773378685,3.249283482317545,-0.9517866950203233,-0.00020970876067152272,0.2244802327371113,-1.920618117118412,0.4205282536761078,23.78129749955371,36.28230124882153,12.501003749267824,-23834.117500431217,1.8518025516704486,0.9974764875349146,0.9973045822102425,-0.0002083952946223223,-1.1795311933912012e-08,0.0975609756097561
B0005.mat,B0005,86,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,87,3659,10113.656,3.4058901432027726,4.202187284382828,0.7962971411800552,3.240801767407361e-05,0.12517681247433055,0.6962458837408647,0.6594351141293584,25.796078710243243,24.233410115713724,-1.5626685945295193,26935.694872099033,,,0.044001093194861986,9.473207838859904e-05,-1.0152889536645646e-08,0.8375
B0005.mat,B0005,88,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,89,365,3414.109,4.1996223345495824,3.260087599199005,-0.9395347353505774,-0.0002118784066220804,0.22326557144507364,-1.9298830859597569,0.399294272689169,24.204043411413554,36.739819153653464,12.53577574223991,-23579.66046117112,1.8307038456739428,0.9861116348782737,0.989041095890411,-0.00021101379874941063,-9.052293374767863e-09,0.08611111111111111
B0005.mat,B0005,90,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,91,3666,10137.89,3.450747729160208,4.202158828261107,0.7514110991008986,3.154751594572618e-05,0.12194942377933946,0.6900210401744445,0.6585178272881071,25.969776548449914,24.0847158065966,-1.8850607418533158,26776.821262996295,,,0.033006001091107476,9.07227979794116e-05,-9.558760581090442e-09,0.9
B0005.mat,B0005,92,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,93,363,3395.219,4.199853323702163,3.281146601420838,-0.9187067222813248,-0.00021143537283667914,0.22104596048351946,-1.9293005284805407,0.4002852377219257,24.0063252333915,36.49603036085123,12.489705127459729,-23436.06398649532,1.8199041089501267,0.9802943389447215,0.9917355371900827,-0.0002106039115816813,-6.58508972728129e-09,0.06128133704735376
B0005.mat,B0005,94,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,95,3850,10651.657,3.4777159202609385,4.2011141082747745,0.723398188013836,2.8218703310089603e-05,0.11740868773593058,0.652562076583841,0.6579798364371167,25.706035411983134,23.648335241750406,-2.057700170232728,26632.242273690223,,,0.06675324675324676,8.212376509716157e-05,-1.0398059907444335e-08,0.90234375
B0005.mat,B0005,96,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,97,362,3386.0,4.199103467081427,3.3093715201547558,-0.8897319469266711,-0.00021030018236712375,0.21897224844365457,-1.923330987770314,0.4135159697940358,23.53999092882516,36.04392363754878,12.503932708723621,-23286.494099936703,1.8093079637028517,0.9745867078945714,0.9861878453038674,-0.00021019901374869998,-4.6729523359420196e-09,0.06460674157303371
B0005.mat,B0005,98,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,99,3623,10032.485,3.499765574702658,4.202777282149898,0.7030117074472404,3.0819590472930944e-05,0.11762864986273383,0.6894028487761957,0.6556763969349887,25.27539743905141,23.60901143378801,-1.6663860052634014,26506.696111325713,,,0.027325420921887937,8.724284013480615e-05,-9.232361236435412e-09,0.8979591836734694
B0005.mat,B0005,100,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,101,360,3368.187,4.199998536865001,3.295594467656429,-0.9044040692085722,-0.00021491314900434468,0.22364252387843475,-1.9284469980320087,0.40194096557758924,23.566095747572557,36.224445388722245,12.658349641149687,-23209.985598021387,1.80460990458052,0.9720560906279802,0.9861111111111112,-0.00021251808198846983,-5.320279639770404e-09,0.07062146892655367
B0005.mat,B0005,102,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,103,3819,10574.297,3.506969895111283,4.201361497928832,0.6943916028175487,2.7846889492333685e-05,0.11487619905666822,0.6521290223116658,0.6560886164539794,25.284549978026,23.953896555728427,-1.3306534222975728,26439.124871918448,,,0.062319979052107885,7.784619770946746e-05,-8.617485294138649e-09,0.9071729957805907
B0005.mat,B0005,104,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,105,360,3368.266,4.19967522099872,3.317198245350349,-0.882476975648371,-0.00021277879360073407,0.22067304968852833,-1.9231439161693824,0.4145005123309109,23.978912001702884,36.4812957908369,12.502383789134019,-23159.51084439167,1.7993770651972192,0.9692374130950105,0.9972222222222222,-0.00021137562577400057,-6.8368318691765335e-09,0.04748603351955307
B0005.mat,B0005,106,0,,,,,,,,,,,,,,,,,,
B0005.mat,B0005,107,3780,10461.735,3.515679016850222,4.2012789670108335,0.6855999501606114,2.821023514701748e-05,0.11475870965797151,0.6568967324675313,0.6561070828726375,25.66066370342371,23.823241170225707,-1.837422533198005,26352.903384967838,,,0.06296296296296296,7.722183961262729e-05,-8.708315560810609e-09,0.919831223628692
B0005.mat,B0005,108,0,,,,,,,,,,,,,,,,,,
